campaign_id,company,campaign_name,industry,channel,city,state,start_date,end_date,budget_inr,spend_inr,impressions,clicks,conversions,revenue_inr,campaign_manager,status,city_is_null,campaign_manager_is_null,roi_pct
IND-CMP-10979,5d75801fc8c78d872232bcf5c15948b0d4e9fb957697d1017fd56cae4b726160,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Real Estate,Facebook Ads,Indore,Bihar,2025-07-05,2025-07-26,1423110.0,874918,1865781,334842,35893,144900041,Sneha Reddy,Completed,0,0,16561.556740174507
IND-CMP-10391,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Healthcare,Email,Bhopal,Kerala,2025-01-16,2025-02-28,399297.0,244565,901907,5272,189,266868,Sneha Reddy,Paused,0,0,109.11945699507288
IND-CMP-10766,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Retail,YouTube,Jaipur,Bihar,2025-08-24,2025-09-08,564587.0,647037,592582,46850,3136,9291968,Rohit Gupta,Paused,0,0,1436.0798532386864
IND-CMP-10438,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,E-commerce,LinkedIn,Nagpur,Telangana,2025-08-01,2025-09-08,865963.0,722910,741366,96683,16138,51899808,Amit Verma,Paused,0,0,7179.290368095613
IND-CMP-10455,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Real Estate,LinkedIn,Lucknow,Madhya Pradesh,2025-03-06,2025-03-16,1065685.0,792184,690046,127142,10282,32768734,Neha Kapoor,Active,0,0,4136.505407834544
IND-CMP-10276,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Real Estate,Instagram,Kolkata,Delhi,2025-04-21,2025-05-09,1261789.0,915083,1511635,270966,47482,153509306,Pooja Singh,Completed,0,0,16775.451625699527
IND-CMP-10426,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,EdTech,Email,Ahmedabad,Punjab,2025-07-12,2025-08-15,881296.0,952080,1968469,346178,8652,33950448,,Paused,0,1,3565.9238719435343
IND-CMP-10675,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Travel,Google Ads,Indore,Madhya Pradesh,2025-02-16,2025-03-13,791563.0,905529,711015,84258,2434,7299566,Anjali Mehta,Completed,0,0,806.1106822641793
IND-CMP-10321,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Real Estate,Instagram,Noida,Kerala,2025-04-04,2025-05-01,156941.0,167631,1345822,261614,48006,231292908,Karthik Iyer,Active,0,0,137977.40752008877
IND-CMP-10867,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Google Ads,Kochi,Rajasthan,2025-06-19,2025-06-29,1008585.0,1065430,1890238,294142,11023,45965910,Sneha Reddy,Paused,0,0,4314.305960973504
IND-CMP-10130,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,FinTech,YouTube,Visakhapatnam,Rajasthan,2025-03-07,2025-04-20,857755.0,769794,1840655,103105,2039,1553718,Neha Kapoor,Active,0,0,201.83555600589247
IND-CMP-10805,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Travel,Google Ads,Jaipur,Bihar,2025-06-07,2025-06-14,827113.0,896377,1734981,275866,50773,223553519,Rohit Gupta,Completed,0,0,24939.6759399226
IND-CMP-10128,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,EdTech,LinkedIn,Indore,Uttar Pradesh,2025-06-27,2025-07-16,356331.0,219934,1802543,297029,37773,163670409,Vikram Patel,Completed,0,0,74417.96584429874
IND-CMP-10794,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,FinTech,YouTube,Delhi,Punjab,2025-05-06,2025-06-14,611809.0,658954,545084,57998,6130,3818990,Rahul Sharma,Paused,0,0,579.5533527378238
IND-CMP-10139,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Retail,Instagram,Visakhapatnam,Madhya Pradesh,2025-04-15,2025-05-19,407672.0,301397,916287,92137,2663,8742629,Priya Nair,Active,0,0,2900.7020640550504
IND-CMP-10096,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Real Estate,Instagram,Chandigarh,Uttar Pradesh,2025-08-23,2025-09-20,938619.0,742864,1570133,279462,4468,10106616,Pooja Singh,Completed,0,0,1360.4934415990008
IND-CMP-10302,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Real Estate,Google Ads,Ahmedabad,Uttar Pradesh,2025-04-07,2025-05-13,574264.0,486250,313009,29207,3215,8159670,Rahul Sharma,Active,0,0,1678.081233933162
IND-CMP-10674,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,E-commerce,YouTube,Lucknow,Rajasthan,2025-05-17,2025-06-27,594390.0,606949,574957,22191,2052,4563648,Priya Nair,Completed,0,0,751.8997477547538
IND-CMP-10144,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,E-commerce,WhatsApp,Chandigarh,Rajasthan,2025-05-12,2025-05-25,1214044.0,855799,527403,75407,13335,58327290,Rahul Sharma,Active,0,0,6815.536124720875
IND-CMP-10656,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,FinTech,YouTube,Ahmedabad,Madhya Pradesh,2025-09-06,2025-10-17,751580.0,543828,902565,152390,24063,77699427,Amit Verma,Paused,0,0,14287.500275822504
IND-CMP-10987,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Retail,Google Ads,Kolkata,Punjab,2025-01-08,2025-01-25,1014757.0,656199,701378,43622,4028,17924600,Neha Kapoor,Paused,0,0,2731.579901828561
IND-CMP-10610,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Travel,Instagram,Hyderabad,Andhra Pradesh,2025-09-20,2025-10-25,1468690.0,993621,446793,70723,10099,37053231,Amit Verma,Paused,0,0,3729.111099705018
IND-CMP-10734,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,EdTech,Instagram,Patna,Rajasthan,2025-06-20,2025-06-29,283373.0,267873,622645,42840,6985,33234630,Priya Nair,Completed,0,0,12406.860713845741
IND-CMP-10056,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,FinTech,YouTube,Lucknow,Rajasthan,2025-10-08,2025-11-16,375404.0,300761,1244383,161859,9293,44708623,Neha Kapoor,Completed,0,0,14865.166361330093
IND-CMP-10103,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Healthcare,Email,Visakhapatnam,Bihar,2025-10-02,2025-11-02,873657.0,827519,1145722,220557,24027,60115554,Amit Verma,Paused,0,0,7264.5527172185775
IND-CMP-10673,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Travel,LinkedIn,Indore,Maharashtra,2025-07-12,2025-07-28,1214177.0,934153,1769165,165245,12862,9427846,Amit Verma,Paused,0,0,1009.2400281324366
IND-CMP-10387,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Healthcare,Email,Chandigarh,Haryana,2025-07-25,2025-08-01,1467750.0,1325576,1394373,17847,3392,7591296,Karthik Iyer,Completed,0,0,572.6790466936637
IND-CMP-10829,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,E-commerce,YouTube,Delhi,Haryana,2025-10-07,2025-11-07,1334219.0,969214,1855948,153513,20968,43592472,Amit Verma,Completed,0,0,4497.713817588273
IND-CMP-10405,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Retail,YouTube,Ahmedabad,Haryana,2025-03-03,2025-03-22,164311.0,145744,427835,47497,2023,5846470,Neha Kapoor,Active,0,0,4011.4653090350203
IND-CMP-10842,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,FinTech,Instagram,Kochi,Haryana,2025-07-26,2025-08-31,875321.0,953578,1543353,3972,620,2183640,Vikram Patel,Completed,0,0,228.99437696758943
IND-CMP-10323,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Facebook Ads,Kolkata,Gujarat,2025-08-20,2025-09-04,1189201.0,1093337,125304,21633,4162,8024336,Anjali Mehta,Active,0,0,733.9307093787186
IND-CMP-10547,5d75801fc8c78d872232bcf5c15948b0d4e9fb957697d1017fd56cae4b726160,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Healthcare,Email,Coimbatore,Rajasthan,2025-05-08,2025-05-21,961422.0,761499,1248468,122804,22302,41972364,Pooja Singh,Paused,0,0,5511.808157331789
IND-CMP-10574,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Healthcare,Instagram,Kolkata,Karnataka,2025-05-05,2025-06-10,523691.0,440011,1937231,23075,4565,6715115,Pooja Singh,Paused,0,0,1526.1243468913276
IND-CMP-10299,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Travel,LinkedIn,Nagpur,Haryana,2025-09-23,2025-10-08,1431412.0,1551926,1610718,119709,6061,19425505,Amit Verma,Active,0,0,1251.7030451194194
IND-CMP-10338,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Real Estate,LinkedIn,Lucknow,Tamil Nadu,2025-02-15,2025-03-04,950811.0,894348,875378,128484,1572,4201956,Vikram Patel,Active,0,0,469.8345610433522
IND-CMP-10412,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,EdTech,LinkedIn,Bhopal,Karnataka,2025-08-20,2025-09-12,669989.0,447400,165529,11802,542,2145778,Rohit Gupta,Completed,0,0,479.6106392489942
IND-CMP-10392,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Healthcare,WhatsApp,Lucknow,Gujarat,2025-02-21,2025-03-23,535231.0,355404,1040347,173169,12949,37668641,Priya Nair,Active,0,0,10598.823029566352
IND-CMP-10448,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,FinTech,Email,Coimbatore,Gujarat,2025-03-26,2025-04-09,1251938.0,1000881,1630262,50193,4350,3371250,Neha Kapoor,Completed,0,0,336.8282543079547
IND-CMP-10627,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Google Ads,Visakhapatnam,Telangana,2025-06-24,2025-08-08,1352055.0,1187423,1624312,232215,27353,92617258,Vikram Patel,Active,0,0,7799.853801046468
IND-CMP-10344,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Retail,Instagram,Indore,Uttar Pradesh,2025-05-13,2025-06-15,73075.0,45169,1773785,298837,39423,44981643,Neha Kapoor,Paused,0,0,99585.20888219797
IND-CMP-10450,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,WhatsApp,Noida,Madhya Pradesh,2025-05-06,2025-06-18,1025575.0,747378,1013070,11634,2126,8893058,Rohit Gupta,Active,0,0,1189.9009604243101
IND-CMP-10478,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Healthcare,WhatsApp,Lucknow,Telangana,2025-02-08,2025-03-24,861757.0,522605,1690794,217730,8767,8179611,Pooja Singh,Active,0,0,1565.1612594598214
IND-CMP-10065,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Travel,Google Ads,Noida,Haryana,2025-02-09,2025-03-25,902414.0,544371,977035,131690,25062,109170072,Vikram Patel,Active,0,0,20054.35116859642
IND-CMP-10534,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,EdTech,Facebook Ads,Ahmedabad,Uttar Pradesh,2025-09-07,2025-10-08,123312.0,128246,855778,141494,1583,5591156,Priya Nair,Paused,0,0,4359.711803876924
IND-CMP-10335,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Healthcare,Email,Chennai,Rajasthan,2025-02-27,2025-03-10,613937.0,666264,1087451,47377,6728,24294808,Vikram Patel,Completed,0,0,3646.423639878486
IND-CMP-10824,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Travel,YouTube,Noida,Rajasthan,2025-05-11,2025-05-28,777111.2328358209,1375304,1077430,203938,17112,52088928,Rohit Gupta,Active,0,0,3787.4483023389735
IND-CMP-10913,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,FinTech,Email,Chennai,Bihar,2025-04-29,2025-05-16,1482037.0,1289660,1650067,18604,746,682590,,Completed,0,1,52.92790347843618
IND-CMP-10876,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,E-commerce,Facebook Ads,Bangalore,West Bengal,2025-08-08,2025-08-20,497973.0,515930,398160,43288,3038,13163654,Amit Verma,Active,0,0,2551.4418622681374
IND-CMP-10085,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Healthcare,Google Ads,Ahmedabad,Karnataka,2025-03-18,2025-04-12,170250.0,179458,175386,17977,2896,11042448,Pooja Singh,Paused,0,0,6153.221366559306
IND-CMP-10799,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Travel,Instagram,Delhi,Karnataka,2025-07-08,2025-08-21,382555.0,299137,1456499,237959,20343,6591132,Sneha Reddy,Active,0,0,2203.382396694491
IND-CMP-10582,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Retail,YouTube,Visakhapatnam,Rajasthan,2025-04-29,2025-05-11,444109.0,336624,1964157,262720,17838,60791904,Rahul Sharma,Active,0,0,18059.28989020391
IND-CMP-10199,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Real Estate,Instagram,Bhopal,Bihar,2025-03-25,2025-04-12,919126.0,1039690,1129332,205280,34693,15611850,Amit Verma,Completed,0,0,1501.5870115130472
IND-CMP-10648,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Travel,Google Ads,Patna,Haryana,2025-02-19,2025-03-09,452957.0,347506,1331592,179491,516,2000532,Sneha Reddy,Active,0,0,575.6827220249434
IND-CMP-10773,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Real Estate,WhatsApp,,Maharashtra,2025-09-13,2025-10-21,147882.0,138951,1777840,185674,4442,6076656,Vikram Patel,Completed,1,0,4373.236608588639
IND-CMP-10595,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Retail,WhatsApp,Ahmedabad,Delhi,2025-10-24,2025-11-03,897225.0,594946,216434,4379,186,110484,Pooja Singh,Paused,0,0,18.57042487889657
IND-CMP-10275,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,EdTech,LinkedIn,Pune,Uttar Pradesh,2025-05-04,2025-06-08,881089.0,864656,1112614,74044,9513,40392198,Rohit Gupta,Active,0,0,4671.476055217336
IND-CMP-10152,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,EdTech,Instagram,Chandigarh,Maharashtra,2025-10-22,2025-12-04,139993.0,85805,528729,72288,1022,4298532,Pooja Singh,Paused,0,0,5009.652118174931
IND-CMP-10401,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,E-commerce,Instagram,Lucknow,Maharashtra,2025-08-11,2025-08-27,114584.0,86979,1239034,84382,9551,19980692,Vikram Patel,Active,0,0,22971.85757481691
IND-CMP-10532,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,EdTech,LinkedIn,Kolkata,Kerala,2025-08-28,2025-09-29,750463.0,790527,1859109,186351,34896,86576976,Amit Verma,Paused,0,0,10951.805061686697
IND-CMP-10414,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Real Estate,Email,Bangalore,Haryana,2025-02-25,2025-03-18,418091.0,309525,639398,106856,5484,15333264,Amit Verma,Completed,0,0,4953.80470075115
IND-CMP-10442,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,EdTech,LinkedIn,Surat,Tamil Nadu,2025-07-20,2025-08-29,336304.0,349571,1438454,223503,8742,26208516,Pooja Singh,Active,0,0,7497.337021663697
IND-CMP-10896,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,EdTech,Instagram,Surat,Gujarat,2025-06-10,2025-07-11,245202.0,219489,468911,33163,5470,25090890,Anjali Mehta,Active,0,0,11431.50226207236
IND-CMP-10635,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,E-commerce,LinkedIn,Nagpur,Punjab,2025-02-15,2025-02-22,285014.0,230953,626191,105945,6632,2858392,Anjali Mehta,Paused,0,0,1237.650950626318
IND-CMP-10961,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Retail,WhatsApp,Nagpur,Telangana,2025-07-16,2025-08-02,918820.0,825478,1264457,148029,29516,137869236,Rohit Gupta,Paused,0,0,16701.745655244595
IND-CMP-10690,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Travel,Google Ads,Patna,Telangana,2025-06-01,2025-07-01,775630.0,752640,1283408,14143,1610,3395490,Priya Nair,Active,0,0,451.14397321428567
IND-CMP-10787,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,FinTech,Instagram,Noida,Bihar,2025-07-03,2025-08-16,768368.0,586046,1092635,176439,29054,67550550,Pooja Singh,Paused,0,0,11526.492800906413
IND-CMP-10348,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,E-commerce,Google Ads,Noida,Telangana,2025-02-19,2025-03-01,567361.0,502999,1489651,76545,7591,20913205,Vikram Patel,Paused,0,0,4157.703096825242
IND-CMP-10307,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,FinTech,Instagram,Noida,Bihar,2025-03-13,2025-04-01,1324333.0,1297458,397612,60600,4035,4914630,Rohit Gupta,Active,0,0,378.7891399952831
IND-CMP-10352,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Retail,WhatsApp,Pune,Haryana,2025-08-15,2025-09-24,1403797.0,1134042,242646,16406,2943,8040276,Amit Verma,Active,0,0,708.9927886268763
IND-CMP-10468,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Healthcare,Instagram,Nagpur,Delhi,2025-09-16,2025-10-15,742390.0,445561,1177187,19993,449,414427,Neha Kapoor,Completed,0,0,93.01240458657738
IND-CMP-10061,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Healthcare,YouTube,Chandigarh,Haryana,2025-01-27,2025-03-02,639182.0,587833,165043,24050,209,958683,Vikram Patel,Paused,0,0,163.0876456408538
IND-CMP-10150,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,EdTech,Instagram,Lucknow,Uttar Pradesh,2025-01-13,2025-02-25,620705.0,709912,461790,72309,5443,14151800,Neha Kapoor,Active,0,0,1993.4583441327939
IND-CMP-10050,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,FinTech,LinkedIn,Chennai,Maharashtra,2025-09-05,2025-10-06,1447841.0,963040,1133263,12261,876,2745384,Anjali Mehta,Completed,0,0,285.07476324970924
IND-CMP-10706,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Healthcare,Google Ads,,Kerala,2025-09-10,2025-09-21,1112131.0,1135719,1022932,179001,11944,34267336,Pooja Singh,Completed,1,0,3017.2371863110507
IND-CMP-10762,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Retail,WhatsApp,Bangalore,Bihar,2025-03-17,2025-04-04,388170.0,366931,1478423,181619,28883,64322441,Amit Verma,Completed,0,0,17529.846483398785
IND-CMP-10989,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,E-commerce,WhatsApp,Delhi,West Bengal,2025-02-09,2025-03-20,1205851.0,1031789,426447,82821,10664,12615512,Priya Nair,Completed,0,0,1222.6833199423527
IND-CMP-10860,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Real Estate,YouTube,Indore,Tamil Nadu,2025-07-12,2025-07-23,779364.0,531660,1748163,161963,7267,4607278,Neha Kapoor,Active,0,0,866.5835308279728
